price_record_id,product_id,category,scrape_date,day_index,price_inr,discount_pct,seller_id,availability,z_score,z_flag,iqr_flag,anomaly_label,split
PHR-0000051,PRC-00002,electronics,2024-10-25,24,16020.47,0.0,SEL-4532,1,-1.2963,0,0,0,train
PHR-0000052,PRC-00002,electronics,2024-10-26,25,16219.83,0.0,SEL-3957,1,-0.1935,0,0,0,train
PHR-0000076,PRC-00004,electronics,2024-10-01,0,11763.35,0.0,SEL-3255,1,-0.1401,0,0,0,train
PHR-0000077,PRC-00004,electronics,2024-10-02,1,11592.74,0.0,SEL-8126,1,-1.41,0,0,0,train
PHR-0000078,PRC-00004,electronics,2024-10-03,2,11701.45,0.0,SEL-3255,1,-0.6008,0,0,0,train
PHR-0000079,PRC-00004,electronics,2024-10-04,3,11561.11,0.0,SEL-8126,1,-1.6454,0,0,0,train
PHR-0000080,PRC-00004,electronics,2024-10-05,4,11624.55,0.0,SEL-3255,1,-1.1732,0,0,0,train
PHR-0000081,PRC-00004,electronics,2024-10-06,5,11537.82,0.0,SEL-8126,1,-1.8188,0,0,0,train
PHR-0000082,PRC-00004,electronics,2024-10-07,6,11742.81,0.0,SEL-3255,1,-0.293,0,0,0,train
PHR-0000083,PRC-00004,electronics,2024-10-08,7,11828.11,0.0,SEL-8126,1,0.342,0,0,0,train
PHR-0000084,PRC-00004,electronics,2024-10-09,8,11691.05,0.0,SEL-3255,1,-0.6782,0,0,0,train
PHR-0000085,PRC-00004,electronics,2024-10-10,9,11727.33,0.0,SEL-8126,1,-0.4082,0,0,0,train
PHR-0000086,PRC-00004,electronics,2024-10-11,10,11980.9,0.0,SEL-3255,1,1.4792,0,0,0,train
PHR-0000087,PRC-00004,electronics,2024-10-12,11,11883.37,0.0,SEL-8126,1,0.7533,0,0,0,train
PHR-0000088,PRC-00004,electronics,2024-10-13,12,11784.03,0.0,SEL-3255,1,0.0138,0,0,0,train
PHR-0000089,PRC-00004,electronics,2024-10-14,13,11663.41,0.0,SEL-8126,1,-0.884,0,0,0,train
PHR-0000090,PRC-00004,electronics,2024-10-15,14,11951.62,0.0,SEL-3255,1,1.2613,0,0,0,train
PHR-0000091,PRC-00004,electronics,2024-10-16,15,11640.14,0.0,SEL-8126,0,-1.0572,0,0,0,train
PHR-0000092,PRC-00004,electronics,2024-10-17,16,11682.61,0.0,SEL-3255,1,-0.7411,0,0,0,train
PHR-0000093,PRC-00004,electronics,2024-10-18,17,11957.3,0.0,SEL-8126,1,1.3036,0,0,0,train
PHR-0000094,PRC-00004,electronics,2024-10-19,18,11778.7,0.0,SEL-3255,1,-0.0258,0,0,0,train
PHR-0000095,PRC-00004,electronics,2024-10-20,19,11878.83,0.0,SEL-8126,1,0.7195,0,0,0,train
PHR-0000096,PRC-00004,electronics,2024-10-21,20,11807.5,0.0,SEL-3255,1,0.1885,0,0,0,train
PHR-0000097,PRC-00004,electronics,2024-10-22,21,11837.01,0.0,SEL-8126,1,0.4082,0,0,0,train
PHR-0000098,PRC-00004,electronics,2024-10-23,22,11670.39,0.0,SEL-3255,1,-0.832,0,0,0,train
PHR-0000099,PRC-00004,electronics,2024-10-24,23,11643.09,0.0,SEL-8126,1,-1.0352,0,0,0,train
PHR-0000100,PRC-00004,electronics,2024-10-25,24,11681.27,0.0,SEL-3255,1,-0.751,0,0,0,train
PHR-0000101,PRC-00004,electronics,2024-10-26,25,11602.65,0.0,SEL-8126,1,-1.3362,0,0,0,train
PHR-0000102,PRC-00004,electronics,2024-10-27,26,11940.95,0.0,SEL-3255,1,1.1819,0,0,0,train
PHR-0000103,PRC-00004,electronics,2024-10-28,27,11662.8,0.0,SEL-8126,1,-0.8885,0,0,0,train
PHR-0000104,PRC-00004,electronics,2024-10-29,28,11793.74,0.0,SEL-3255,1,0.0861,0,0,0,train
PHR-0000105,PRC-00005,electronics,2024-10-01,0,14405.85,0.0,SEL-4449,1,-1.2549,0,0,0,train
PHR-0000106,PRC-00005,electronics,2024-10-02,1,14452.44,0.0,SEL-4449,1,-0.9777,0,0,0,train
PHR-0000107,PRC-00005,electronics,2024-10-03,2,14751.66,0.0,SEL-4449,1,0.8025,0,0,0,train
PHR-0000108,PRC-00005,electronics,2024-10-04,3,14529.38,0.0,SEL-4449,1,-0.52,0,0,0,train
PHR-0000109,PRC-00005,electronics,2024-10-05,4,14721.74,0.0,SEL-4449,1,0.6245,0,0,0,train
PHR-0000110,PRC-00005,electronics,2024-10-06,5,14734.07,0.0,SEL-4449,1,0.6978,0,0,0,train
PHR-0000111,PRC-00005,electronics,2024-10-07,6,14886.3,0.0,SEL-4449,1,1.6035,0,0,0,train
PHR-0000112,PRC-00005,electronics,2024-10-08,7,14390.26,0.0,SEL-4449,1,-1.3477,0,0,0,train
PHR-0000113,PRC-00005,electronics,2024-10-09,8,14888.61,0.0,SEL-4449,1,1.6173,0,0,0,train
PHR-0000114,PRC-00005,electronics,2024-10-10,9,14751.05,0.0,SEL-4449,1,0.7989,0,0,0,train
PHR-0000115,PRC-00005,electronics,2024-10-11,10,14483.05,0.0,SEL-4449,1,-0.7956,0,0,0,train
PHR-0000116,PRC-00005,electronics,2024-10-12,11,14841.38,0.0,SEL-4449,1,1.3363,0,0,0,train
PHR-0000117,PRC-00005,electronics,2024-10-13,12,14889.86,0.0,SEL-4449,1,1.6247,0,0,0,train
PHR-0000118,PRC-00005,electronics,2024-10-14,13,14536.79,0.0,SEL-4449,0,-0.4759,0,0,0,train
PHR-0000119,PRC-00005,electronics,2024-10-15,14,14927.03,0.0,SEL-4449,0,1.8459,0,0,0,train
PHR-0000120,PRC-00005,electronics,2024-10-16,15,14654.36,0.0,SEL-4449,1,0.2236,0,0,0,train
PHR-0000121,PRC-00005,electronics,2024-10-17,16,14741.84,0.0,SEL-4449,1,0.7441,0,0,0,train
PHR-0000122,PRC-00005,electronics,2024-10-18,17,14965.71,0.0,SEL-4449,1,2.076,0,0,0,train
PHR-0000123,PRC-00005,electronics,2024-10-19,18,14599.79,0.0,SEL-4449,1,-0.1011,0,0,0,train
PHR-0000124,PRC-00005,electronics,2024-10-20,19,14865.0,0.0,SEL-4449,1,1.4768,0,0,0,train
PHR-0000125,PRC-00005,electronics,2024-10-21,20,14574.46,0.0,SEL-4449,1,-0.2518,0,0,0,train
PHR-0000126,PRC-00005,electronics,2024-10-22,21,14856.81,0.0,SEL-4449,1,1.4281,0,0,0,train
PHR-0000127,PRC-00005,electronics,2024-10-23,22,14740.26,0.0,SEL-4449,1,0.7347,0,0,0,train
PHR-0000128,PRC-00005,electronics,2024-10-24,23,14514.53,0.0,SEL-4449,1,-0.6083,0,0,0,train
PHR-0000129,PRC-00005,electronics,2024-10-25,24,14630.61,0.0,SEL-4449,1,0.0823,0,0,0,train
PHR-0000130,PRC-00005,electronics,2024-10-26,25,14574.01,0.0,SEL-4449,1,-0.2544,0,0,0,train
PHR-0000131,PRC-00005,electronics,2024-10-27,26,14433.35,0.0,SEL-4449,1,-1.0913,0,0,0,train
PHR-0000132,PRC-00005,electronics,2024-10-28,27,14405.0,0.0,SEL-4449,1,-1.26,0,0,0,train
PHR-0000133,PRC-00005,electronics,2024-10-29,28,14590.95,0.0,SEL-4449,0,-0.1537,0,0,0,train
PHR-0000134,PRC-00006,electronics,2024-10-01,0,20426.38,0.0,SEL-8182,1,0.5757,0,0,0,train
PHR-0000135,PRC-00006,electronics,2024-10-02,1,19993.88,0.0,SEL-5525,1,-1.4908,0,0,0,train
PHR-0000136,PRC-00006,electronics,2024-10-03,2,20652.66,0.0,SEL-1898,0,1.6569,0,0,0,train
PHR-0000137,PRC-00006,electronics,2024-10-04,3,20017.45,0.0,SEL-8182,1,-1.3782,0,0,0,train
PHR-0000138,PRC-00006,electronics,2024-10-05,4,20034.57,0.0,SEL-5525,1,-1.2964,0,0,0,train
PHR-0000139,PRC-00006,electronics,2024-10-06,5,20569.46,0.0,SEL-1898,1,1.2594,0,0,0,train
PHR-0000140,PRC-00006,electronics,2024-10-07,6,20612.94,0.0,SEL-8182,1,1.4671,0,0,0,train
PHR-0000141,PRC-00006,electronics,2024-10-08,7,20044.79,0.0,SEL-5525,1,-1.2476,0,0,0,train
PHR-0000142,PRC-00006,electronics,2024-10-09,8,20253.78,0.0,SEL-1898,1,-0.249,0,0,0,train
PHR-0000143,PRC-00006,electronics,2024-10-10,9,20467.68,0.0,SEL-8182,1,0.7731,0,0,0,train
PHR-0000144,PRC-00006,electronics,2024-10-11,10,20585.18,0.0,SEL-5525,1,1.3345,0,0,0,train
PHR-0000145,PRC-00006,electronics,2024-10-12,11,20180.18,0.0,SEL-1898,1,-0.6007,0,0,0,train
PHR-0000146,PRC-00006,electronics,2024-10-13,12,20292.09,0.0,SEL-8182,1,-0.0659,0,0,0,train
PHR-0000147,PRC-00006,electronics,2024-10-14,13,20474.34,0.0,SEL-5525,1,0.8049,0,0,0,train
PHR-0000148,PRC-00006,electronics,2024-10-15,14,20465.76,0.0,SEL-1898,1,0.7639,0,0,0,train
PHR-0000149,PRC-00006,electronics,2024-10-16,15,20507.8,0.0,SEL-8182,1,0.9648,0,0,0,train
PHR-0000150,PRC-00006,electronics,2024-10-17,16,20335.01,0.0,SEL-5525,1,0.1391,0,0,0,train
PHR-0000151,PRC-00006,electronics,2024-10-18,17,19957.57,0.0,SEL-1898,1,-1.6643,0,0,0,train
PHR-0000152,PRC-00006,electronics,2024-10-19,18,20605.96,0.0,SEL-8182,1,1.4338,0,0,0,train
PHR-0000153,PRC-00006,electronics,2024-10-20,19,20574.81,0.0,SEL-5525,1,1.2849,0,0,0,train
PHR-0000154,PRC-00007,electronics,2024-10-01,0,21882.53,0.0,SEL-8630,1,1.5042,0,0,0,train
PHR-0000155,PRC-00007,electronics,2024-10-02,1,21904.03,0.0,SEL-4340,1,1.5911,0,0,0,train
PHR-0000156,PRC-00007,electronics,2024-10-03,2,21975.54,0.0,SEL-8630,1,1.8803,0,0,0,train
PHR-0000157,PRC-00007,electronics,2024-10-04,3,21973.64,0.0,SEL-4340,1,1.8726,0,0,0,train
PHR-0000158,PRC-00007,electronics,2024-10-05,4,21948.31,0.0,SEL-8630,1,1.7702,0,0,0,train
PHR-0000159,PRC-00007,electronics,2024-10-06,5,21188.47,0.0,SEL-4340,1,-1.3017,0,0,0,train
PHR-0000160,PRC-00007,electronics,2024-10-07,6,21245.36,0.0,SEL-8630,1,-1.0717,0,0,0,train
PHR-0000161,PRC-00007,electronics,2024-10-08,7,21389.08,0.0,SEL-4340,1,-0.4907,0,0,0,train
PHR-0000162,PRC-00007,electronics,2024-10-09,8,21603.3,0.0,SEL-8630,1,0.3753,0,0,0,train
PHR-0000163,PRC-00007,electronics,2024-10-10,9,21210.16,0.0,SEL-4340,1,-1.2141,0,0,0,train
PHR-0000164,PRC-00007,electronics,2024-10-11,10,21855.87,0.0,SEL-8630,1,1.3964,0,0,0,train
PHR-0000165,PRC-00007,electronics,2024-10-12,11,21658.37,0.0,SEL-4340,1,0.598,0,0,0,train
PHR-0000166,PRC-00007,electronics,2024-10-13,12,21594.22,0.0,SEL-8630,1,0.3386,0,0,0,train
PHR-0000167,PRC-00007,electronics,2024-10-14,13,21269.09,0.0,SEL-4340,1,-0.9758,0,0,0,train
PHR-0000168,PRC-00007,electronics,2024-10-15,14,21344.92,0.0,SEL-8630,1,-0.6692,0,0,0,train
PHR-0000169,PRC-00007,electronics,2024-10-16,15,21264.77,0.0,SEL-4340,1,-0.9933,0,0,0,train
PHR-0000170,PRC-00007,electronics,2024-10-17,16,21861.16,0.0,SEL-8630,1,1.4178,0,0,0,train
PHR-0000171,PRC-00007,electronics,2024-10-18,17,21630.32,0.0,SEL-4340,1,0.4846,0,0,0,train
PHR-0000172,PRC-00007,electronics,2024-10-19,18,21760.44,0.0,SEL-8630,1,1.0106,0,0,0,train
PHR-0000173,PRC-00007,electronics,2024-10-20,19,21381.81,0.0,SEL-4340,1,-0.5201,0,0,0,train
PHR-0000174,PRC-00008,electronics,2024-10-01,0,15203.76,0.0,SEL-5973,1,-0.1072,0,0,0,train
PHR-0000175,PRC-00008,electronics,2024-10-02,1,15164.44,0.0,SEL-5973,1,-0.3235,0,0,0,train
PHR-0000176,PRC-00008,electronics,2024-10-03,2,15244.49,0.0,SEL-5973,1,0.1169,0,0,0,train
PHR-0000177,PRC-00008,electronics,2024-10-04,3,15034.6,0.0,SEL-5973,1,-1.0379,0,0,0,train
PHR-0000178,PRC-00008,electronics,2024-10-05,4,15522.63,0.0,SEL-5973,1,1.6472,0,0,0,train
PHR-0000179,PRC-00008,electronics,2024-10-06,5,15418.92,0.0,SEL-5973,1,1.0766,0,0,0,train
PHR-0000180,PRC-00008,electronics,2024-10-07,6,15372.21,0.0,SEL-5973,1,0.8196,0,0,0,train
PHR-0000181,PRC-00008,electronics,2024-10-08,7,15206.04,0.0,SEL-5973,1,-0.0946,0,0,0,train
PHR-0000182,PRC-00008,electronics,2024-10-09,8,15013.67,0.0,SEL-5973,1,-1.153,0,0,0,train
PHR-0000183,PRC-00008,electronics,2024-10-10,9,15481.26,0.0,SEL-5973,1,1.4196,0,0,0,train
PHR-0000184,PRC-00008,electronics,2024-10-11,10,15128.47,0.0,SEL-5973,1,-0.5214,0,0,0,train
PHR-0000185,PRC-00008,electronics,2024-10-12,11,14951.08,0.0,SEL-5973,1,-1.4974,0,0,0,train
PHR-0000186,PRC-00008,electronics,2024-10-13,12,15129.09,0.0,SEL-5973,1,-0.518,0,0,0,train
PHR-0000187,PRC-00008,electronics,2024-10-14,13,15404.4,0.0,SEL-5973,1,0.9967,0,0,0,train
PHR-0000188,PRC-00008,electronics,2024-10-15,14,15299.8,0.0,SEL-5973,1,0.4212,0,0,0,train
PHR-0000189,PRC-00008,electronics,2024-10-16,15,15377.83,0.0,SEL-5973,1,0.8505,0,0,0,train
PHR-0000190,PRC-00008,electronics,2024-10-17,16,15403.89,0.0,SEL-5973,1,0.9939,0,0,0,train
PHR-0000191,PRC-00008,electronics,2024-10-18,17,15049.65,0.0,SEL-5973,1,-0.9551,0,0,0,train
PHR-0000192,PRC-00008,electronics,2024-10-19,18,15483.16,0.0,SEL-5973,1,1.43,0,0,0,train
PHR-0000193,PRC-00008,electronics,2024-10-20,19,15187.31,0.0,SEL-5973,1,-0.1977,0,0,0,train
PHR-0000194,PRC-00008,electronics,2024-10-21,20,15309.73,0.0,SEL-5973,1,0.4759,0,0,0,train
PHR-0000195,PRC-00008,electronics,2024-10-22,21,14921.97,0.0,SEL-5973,1,-1.6575,0,0,0,train
PHR-0000225,PRC-00010,electronics,2024-10-01,0,17734.8,0.0,SEL-4042,1,-0.477,0,0,0,train
PHR-0000226,PRC-00010,electronics,2024-10-02,1,17469.14,0.0,SEL-6869,1,-1.6777,0,0,0,train
PHR-0000227,PRC-00010,electronics,2024-10-03,2,17910.89,0.0,SEL-4042,1,0.3189,0,0,0,train
PHR-0000228,PRC-00010,electronics,2024-10-04,3,17683.96,0.0,SEL-6869,1,-0.7068,0,0,0,train
PHR-0000229,PRC-00010,electronics,2024-10-05,4,17992.86,0.0,SEL-4042,1,0.6894,0,0,0,train
PHR-0000230,PRC-00010,electronics,2024-10-06,5,18024.63,0.0,SEL-6869,1,0.833,0,0,0,train
PHR-0000231,PRC-00010,electronics,2024-10-07,6,18016.89,0.0,SEL-4042,1,0.798,0,0,0,train
PHR-0000232,PRC-00010,electronics,2024-10-08,7,17729.03,0.0,SEL-6869,1,-0.5031,0,0,0,train
PHR-0000233,PRC-00010,electronics,2024-10-09,8,17661.34,0.0,SEL-4042,1,-0.809,0,0,0,train
PHR-0000234,PRC-00010,electronics,2024-10-10,9,17965.36,0.0,SEL-6869,1,0.5651,0,0,0,train
PHR-0000235,PRC-00010,electronics,2024-10-11,10,18002.77,0.0,SEL-4042,1,0.7342,0,0,0,train
PHR-0000236,PRC-00010,electronics,2024-10-12,11,17782.1,0.0,SEL-6869,1,-0.2632,0,0,0,train
PHR-0000237,PRC-00010,electronics,2024-10-13,12,18067.97,0.0,SEL-4042,1,1.0289,0,0,0,train
PHR-0000238,PRC-00010,electronics,2024-10-14,13,17534.95,0.0,SEL-6869,1,-1.3803,0,0,0,train
PHR-0000239,PRC-00010,electronics,2024-10-15,14,18058.04,0.0,SEL-4042,1,0.984,0,0,0,train
PHR-0000240,PRC-00010,electronics,2024-10-16,15,17500.93,0.0,SEL-6869,1,-1.534,0,0,0,train
PHR-0000241,PRC-00010,electronics,2024-10-17,16,17541.79,0.0,SEL-4042,1,-1.3494,0,0,0,train
PHR-0000242,PRC-00010,electronics,2024-10-18,17,17812.4,0.0,SEL-6869,1,-0.1262,0,0,0,train
PHR-0000243,PRC-00010,electronics,2024-10-19,18,17480.6,0.0,SEL-4042,1,-1.6259,0,0,0,train
PHR-0000244,PRC-00010,electronics,2024-10-20,19,17470.13,0.0,SEL-6869,1,-1.6733,0,0,0,train
PHR-0000245,PRC-00010,electronics,2024-10-21,20,17432.92,0.0,SEL-4042,1,-1.8414,0,0,0,train
PHR-0000246,PRC-00010,electronics,2024-10-22,21,17743.01,0.0,SEL-6869,1,-0.4399,0,0,0,train
PHR-0000247,PRC-00010,electronics,2024-10-23,22,17983.72,0.0,SEL-4042,1,0.6481,0,0,0,train
PHR-0000248,PRC-00010,electronics,2024-10-24,23,17457.34,0.0,SEL-6869,1,-1.7311,0,0,0,train
PHR-0000296,PRC-00013,electronics,2024-10-01,0,19947.54,0.0,SEL-2798,1,0.6705,0,0,0,train
PHR-0000297,PRC-00013,electronics,2024-10-02,1,20121.81,0.0,SEL-2798,1,1.4218,0,0,0,train
PHR-0000298,PRC-00013,electronics,2024-10-03,2,19933.71,0.0,SEL-2798,1,0.6109,0,0,0,train
PHR-0000299,PRC-00013,electronics,2024-10-04,3,19770.96,0.0,SEL-2798,1,-0.0907,0,0,0,train
PHR-0000300,PRC-00013,electronics,2024-10-05,4,19772.59,0.0,SEL-2798,1,-0.0837,0,0,0,train
PHR-0000301,PRC-00013,electronics,2024-10-06,5,19459.18,0.0,SEL-2798,1,-1.4347,0,0,0,train
PHR-0000302,PRC-00013,electronics,2024-10-07,6,19854.69,0.0,SEL-2798,1,0.2703,0,0,0,train
PHR-0000303,PRC-00013,electronics,2024-10-08,7,20218.67,0.0,SEL-2798,1,1.8393,0,0,0,train
PHR-0000304,PRC-00013,electronics,2024-10-09,8,20191.05,0.0,SEL-2798,1,1.7202,0,0,0,train
PHR-0000305,PRC-00013,electronics,2024-10-10,9,19462.75,0.0,SEL-2798,1,-1.4193,0,0,0,train
PHR-0000306,PRC-00013,electronics,2024-10-11,10,19990.47,0.0,SEL-2798,1,0.8556,0,0,0,train
PHR-0000307,PRC-00013,electronics,2024-10-12,11,170751.42,0.0,SEL-2798,1,650.7592,1,1,1,train
PHR-0000308,PRC-00013,electronics,2024-10-13,12,19466.49,0.0,SEL-2798,1,-1.4032,0,0,0,train
PHR-0000309,PRC-00013,electronics,2024-10-14,13,20172.94,0.0,SEL-2798,1,1.6422,0,0,0,train
PHR-0000310,PRC-00013,electronics,2024-10-15,14,513.03,0.0,SEL-2798,1,-83.1082,1,1,1,train
PHR-0000311,PRC-00013,electronics,2024-10-16,15,165336.08,0.0,SEL-2798,1,627.4146,1,1,1,train
PHR-0000312,PRC-00013,electronics,2024-10-17,16,19554.23,0.0,SEL-2798,1,-1.025,0,0,0,train
PHR-0000313,PRC-00013,electronics,2024-10-18,17,19854.93,0.0,SEL-2798,1,0.2713,0,0,0,train
PHR-0000314,PRC-00013,electronics,2024-10-19,18,20156.97,0.0,SEL-2798,1,1.5733,0,0,0,train
PHR-0000315,PRC-00013,electronics,2024-10-20,19,19880.74,0.0,SEL-2798,1,0.3826,0,0,0,train
PHR-0000316,PRC-00013,electronics,2024-10-21,20,19745.75,0.0,SEL-2798,1,-0.1994,0,0,0,train
PHR-0000317,PRC-00013,electronics,2024-10-22,21,104142.01,0.0,SEL-2798,1,363.6179,1,1,1,train
PHR-0000318,PRC-00013,electronics,2024-10-23,22,20199.01,0.0,SEL-2798,1,1.7546,0,0,0,train
PHR-0000319,PRC-00013,electronics,2024-10-24,23,114154.48,0.0,SEL-2798,1,406.7799,1,1,1,train
PHR-0000320,PRC-00013,electronics,2024-10-25,24,19657.57,0.0,SEL-2798,0,-0.5795,0,0,0,train
PHR-0000321,PRC-00013,electronics,2024-10-26,25,20195.54,0.0,SEL-2798,1,1.7396,0,0,0,train
PHR-0000322,PRC-00014,electronics,2024-10-01,0,14423.66,0.0,SEL-5573,1,-1.3739,0,0,0,train
PHR-0000323,PRC-00014,electronics,2024-10-02,1,14503.05,0.0,SEL-5573,1,-0.9577,0,0,0,train
PHR-0000324,PRC-00014,electronics,2024-10-03,2,14627.35,0.0,SEL-5573,1,-0.3059,0,0,0,train
PHR-0000325,PRC-00014,electronics,2024-10-04,3,14925.23,0.0,SEL-5573,1,1.2559,0,0,0,train
PHR-0000326,PRC-00014,electronics,2024-10-05,4,14592.43,0.0,SEL-5573,1,-0.489,0,0,0,train
PHR-0000327,PRC-00014,electronics,2024-10-06,5,14822.63,0.0,SEL-5573,1,0.7179,0,0,0,train
PHR-0000328,PRC-00014,electronics,2024-10-07,6,14687.55,0.0,SEL-5573,1,0.0097,0,0,0,train
PHR-0000329,PRC-00014,electronics,2024-10-08,7,14477.76,0.0,SEL-5573,1,-1.0903,0,0,0,train
PHR-0000330,PRC-00014,electronics,2024-10-09,8,14558.66,0.0,SEL-5573,1,-0.6661,0,0,0,train
PHR-0000331,PRC-00014,electronics,2024-10-10,9,14753.67,0.0,SEL-5573,1,0.3564,0,0,0,train
PHR-0000332,PRC-00014,electronics,2024-10-11,10,14765.2,0.0,SEL-5573,1,0.4168,0,0,0,train
PHR-0000333,PRC-00014,electronics,2024-10-12,11,14625.54,0.0,SEL-5573,1,-0.3154,0,0,0,train
PHR-0000334,PRC-00014,electronics,2024-10-13,12,14504.65,0.0,SEL-5573,1,-0.9493,0,0,0,train
PHR-0000335,PRC-00014,electronics,2024-10-14,13,14793.97,0.0,SEL-5573,1,0.5677,0,0,0,train
PHR-0000336,PRC-00014,electronics,2024-10-15,14,14469.59,0.0,SEL-5573,1,-1.1331,0,0,0,train
PHR-0000337,PRC-00014,electronics,2024-10-16,15,14919.94,0.0,SEL-5573,1,1.2282,0,0,0,train
PHR-0000338,PRC-00014,electronics,2024-10-17,16,14480.75,0.0,SEL-5573,1,-1.0746,0,0,0,train
PHR-0000339,PRC-00014,electronics,2024-10-18,17,14433.48,0.0,SEL-5573,1,-1.3224,0,0,0,train
PHR-0000340,PRC-00014,electronics,2024-10-19,18,14662.43,0.0,SEL-5573,1,-0.122,0,0,0,train
PHR-0000341,PRC-00014,electronics,2024-10-20,19,14675.28,0.0,SEL-5573,1,-0.0546,0,0,0,train
PHR-0000369,PRC-00016,electronics,2024-10-01,0,24822.92,0.0,SEL-2262,1,1.1899,0,0,0,train
PHR-0000370,PRC-00016,electronics,2024-10-02,1,24254.95,0.0,SEL-2262,1,-0.8132,0,0,0,train
PHR-0000371,PRC-00016,electronics,2024-10-03,2,24295.1,0.0,SEL-2262,1,-0.6716,0,0,0,train
PHR-0000372,PRC-00016,electronics,2024-10-04,3,24970.05,0.0,SEL-2262,1,1.7088,0,0,0,train
PHR-0000373,PRC-00016,electronics,2024-10-05,4,24283.72,0.0,SEL-2262,1,-0.7117,0,0,0,train
PHR-0000374,PRC-00016,electronics,2024-10-06,5,24445.87,0.0,SEL-2262,1,-0.1399,0,0,0,train
PHR-0000375,PRC-00016,electronics,2024-10-07,6,24448.38,0.0,SEL-2262,1,-0.131,0,0,0,train
PHR-0000376,PRC-00016,electronics,2024-10-08,7,24272.38,0.0,SEL-2262,1,-0.7517,0,0,0,train
PHR-0000377,PRC-00016,electronics,2024-10-09,8,24784.99,0.0,SEL-2262,1,1.0561,0,0,0,train
PHR-0000378,PRC-00016,electronics,2024-10-10,9,24781.12,0.0,SEL-2262,1,1.0425,0,0,0,train
PHR-0000379,PRC-00016,electronics,2024-10-11,10,24395.23,0.0,SEL-2262,1,-0.3185,0,0,0,train
PHR-0000380,PRC-00016,electronics,2024-10-12,11,24843.17,0.0,SEL-2262,1,1.2613,0,0,0,train
PHR-0000381,PRC-00016,electronics,2024-10-13,12,24233.2,0.0,SEL-2262,1,-0.8899,0,0,0,train
PHR-0000382,PRC-00016,electronics,2024-10-14,13,24028.48,0.0,SEL-2262,1,-1.6119,0,0,0,train
PHR-0000383,PRC-00016,electronics,2024-10-15,14,24584.34,0.0,SEL-2262,1,0.3485,0,0,0,train
PHR-0000384,PRC-00016,electronics,2024-10-16,15,24999.03,0.0,SEL-2262,1,1.811,0,0,0,train
PHR-0000385,PRC-00016,electronics,2024-10-17,16,24062.15,0.0,SEL-2262,1,-1.4932,0,0,0,train
