product_id,category,domain_name,tld,domain_age_days,rdap_age_score,dns_status,dns_redirect_hops,dns_health_score,tld_risk_score,composite_trust_score,risk_category,split
PRD-000061,electronics,topbrands.cf,.cf,39,5.34,partial,4,0,42,11.07,high,train
PRD-000063,electronics,bestbuys.digital,.digital,326,44.66,active,0,100,78,67.93,medium,train
PRD-000064,electronics,discountshop.top,.top,334,45.75,active,2,50,52,48.28,medium,train
PRD-000065,electronics,meesho.com,.com,3861,100.0,active,1,100,90,98.0,low,train
PRD-000066,electronics,topdeals.co,.co,210,28.77,active,2,50,85,46.38,medium,train
PRD-000067,electronics,flipkart.com,.com,2422,100.0,active,0,100,90,98.0,low,train
PRD-000068,electronics,buynow365.store,.store,265,36.3,active,0,100,82,64.55,medium,train
PRD-000069,electronics,indiabuys.co,.co,283,38.77,active,2,50,85,51.38,medium,train
PRD-000070,electronics,shopindia.live,.live,266,36.44,active,0,100,62,60.62,medium,train
PRD-000071,electronics,meesho.com,.com,2195,100.0,active,0,100,90,98.0,low,train
PRD-000072,electronics,1mg.com,.com,1482,100.0,active,0,100,90,98.0,low,train
PRD-000073,electronics,dealzone.info,.info,64,8.77,active,0,100,75,49.38,medium,train
PRD-000074,electronics,shopindia.live,.live,270,36.99,active,1,100,62,60.89,medium,train
PRD-000076,electronics,tatacliq.com,.com,449,61.51,active,0,100,90,78.75,low,train
PRD-000077,electronics,myntra.com,.com,2576,100.0,active,1,100,90,98.0,low,train
PRD-000078,electronics,topbrands.cf,.cf,385,52.74,active,2,50,42,49.77,medium,train
PRD-000081,electronics,cheapmeds.xyz,.xyz,103,14.11,partial,3,0,50,17.05,high,train
PRD-000082,electronics,suppl-cheap.gq,.gq,429,58.77,active,1,100,40,67.38,medium,train
PRD-000083,electronics,cheapmeds.xyz,.xyz,446,61.1,active,2,50,50,55.55,medium,train
PRD-000084,electronics,brandshop.io,.io,209,28.63,active,0,100,85,61.32,medium,train
PRD-000085,electronics,cromaretail.com,.com,3465,100.0,active,1,100,90,98.0,low,train
PRD-000086,electronics,meesho.com,.com,3588,100.0,active,1,100,90,98.0,low,train
PRD-000087,electronics,megadiscount.ga,.ga,39,5.34,redirect,3,0,42,11.07,high,train
PRD-000088,electronics,cultfit.com,.com,2169,100.0,active,1,100,90,98.0,low,train
PRD-000090,electronics,shopnow24.io,.io,160,21.92,active,2,50,85,42.96,medium,train
PRD-000093,electronics,priceburn.xyz,.xyz,35,4.79,redirect,3,0,50,12.4,high,train
PRD-000095,electronics,cromaretail.com,.com,3462,100.0,active,0,100,90,98.0,low,train
PRD-000096,electronics,reliancedigital.in,.in,1206,100.0,active,0,100,88,97.6,low,train
PRD-000098,electronics,netmeds.com,.com,3688,100.0,active,0,100,90,98.0,low,train
PRD-000099,electronics,healthkart.com,.com,3506,100.0,active,1,100,90,98.0,low,train
PRD-000100,electronics,myntra.com,.com,3334,100.0,active,0,100,90,98.0,low,train
PRD-000102,electronics,shopindia.live,.live,218,29.86,active,2,50,62,42.33,medium,train
PRD-000103,electronics,cromaretail.com,.com,3041,100.0,active,0,100,90,98.0,low,train
PRD-000104,electronics,reliancedigital.in,.in,820,100.0,active,1,100,88,97.6,low,train
PRD-000105,electronics,originaldeal.cc,.cc,205,28.08,active,1,100,55,55.04,medium,train
PRD-000106,electronics,mybrand.site,.site,74,10.14,active,1,100,65,48.07,medium,train
PRD-000107,electronics,ecommerce.shop,.shop,313,42.88,active,2,50,82,52.84,medium,train
PRD-000109,electronics,myshopindia.online,.online,326,44.66,active,2,50,80,53.33,medium,train
PRD-000110,electronics,snapdeal.com,.com,1869,100.0,active,1,100,90,98.0,low,train
PRD-000111,electronics,shopfast.vip,.vip,85,11.64,redirect,5,0,50,15.82,high,train
PRD-000112,electronics,priceburn.xyz,.xyz,48,6.58,redirect,4,0,50,13.29,high,train
PRD-000115,electronics,priceburn.xyz,.xyz,237,32.47,active,1,100,50,56.23,medium,train
PRD-000117,electronics,snapdeal.com,.com,1505,100.0,active,1,100,90,98.0,low,train
PRD-000118,electronics,cultfit.com,.com,1858,100.0,active,0,100,90,98.0,low,train
PRD-000119,electronics,buydirect.shop,.shop,83,11.37,active,0,100,82,52.08,medium,train
PRD-000120,electronics,meesho.com,.com,3401,100.0,active,0,100,90,98.0,low,train
PRD-000121,electronics,dealzone.info,.info,171,23.42,active,0,100,75,56.71,medium,train
PRD-000123,electronics,discountshop.top,.top,13,1.78,redirect,2,0,52,11.29,high,train
PRD-000124,electronics,tatacliq.com,.com,848,100.0,active,0,100,90,98.0,low,train
PRD-000125,electronics,myshopindia.online,.online,133,18.22,active,2,50,80,40.11,medium,train
PRD-000126,electronics,cultfit.com,.com,1823,100.0,active,1,100,90,98.0,low,train
PRD-000127,electronics,netmeds.com,.com,924,100.0,active,1,100,90,98.0,low,train
PRD-000128,electronics,megadiscount.ga,.ga,417,57.12,active,2,50,42,51.96,medium,train
PRD-000129,electronics,brandedgoods.club,.club,37,5.07,redirect,2,0,58,14.13,high,train
PRD-000131,electronics,electronicszone.ml,.ml,44,6.03,redirect,2,0,40,11.01,high,train
PRD-000132,electronics,cheapmeds.xyz,.xyz,281,38.49,active,2,50,50,44.25,medium,train
PRD-000133,electronics,cultfit.com,.com,3616,100.0,active,1,100,90,98.0,low,train
PRD-000135,electronics,buydirect.shop,.shop,317,43.42,active,0,100,82,68.11,medium,train
PRD-000136,electronics,netmeds.com,.com,3532,100.0,active,0,100,90,98.0,low,train
PRD-000138,electronics,ajio.com,.com,1968,100.0,active,1,100,90,98.0,low,train
PRD-000139,electronics,dealstoday.space,.space,102,13.97,redirect,3,0,60,18.99,high,train
PRD-000140,electronics,cromaretail.com,.com,3682,100.0,active,1,100,90,98.0,low,train
PRD-000141,electronics,shopindia.live,.live,192,26.3,active,2,50,62,40.55,medium,train
PRD-000143,electronics,buynow365.store,.store,93,12.74,active,1,100,82,52.77,medium,train
PRD-000145,electronics,mybrand.site,.site,301,41.23,active,1,100,65,63.62,medium,train
PRD-000146,electronics,dealspoint.tech,.tech,258,35.34,active,2,50,80,48.67,medium,train
PRD-000149,electronics,flipkart.com,.com,2221,100.0,active,0,100,90,98.0,low,train
PRD-000150,electronics,buynow365.store,.store,67,9.18,active,0,100,82,50.99,medium,train
PRD-000151,electronics,meesho.com,.com,2350,100.0,active,1,100,90,98.0,low,train
PRD-000153,electronics,flipkart.com,.com,529,72.47,active,1,100,90,84.23,low,train
PRD-000155,electronics,myntra.com,.com,1284,100.0,active,1,100,90,98.0,low,train
PRD-000156,electronics,netmeds.com,.com,3749,100.0,active,1,100,90,98.0,low,train
PRD-000157,electronics,shopnow24.io,.io,278,38.08,active,0,100,85,66.04,medium,train
PRD-000158,electronics,meesho.com,.com,404,55.34,active,0,100,90,75.67,low,train
PRD-000159,electronics,myntra.com,.com,3420,100.0,active,1,100,90,98.0,low,train
PRD-000160,electronics,meesho.com,.com,3609,100.0,active,0,100,90,98.0,low,train
PRD-000161,electronics,myntra.com,.com,1618,100.0,active,0,100,90,98.0,low,train
PRD-000163,electronics,megadiscount.ga,.ga,376,51.51,active,2,50,42,49.15,medium,train
PRD-000166,electronics,cromaretail.com,.com,1936,100.0,active,1,100,90,98.0,low,train
PRD-000167,electronics,cultfit.com,.com,2431,100.0,active,0,100,90,98.0,low,train
PRD-000168,electronics,snapdeal.com,.com,713,97.67,active,0,100,90,96.84,low,train
PRD-000170,electronics,flipkart.com,.com,3723,100.0,active,1,100,90,98.0,low,train
PRD-000171,electronics,tatacliq.com,.com,3068,100.0,active,0,100,90,98.0,low,train
PRD-000173,electronics,nykaa.com,.com,2317,100.0,active,0,100,90,98.0,low,train
PRD-000175,electronics,cultfit.com,.com,1713,100.0,active,0,100,90,98.0,low,train
PRD-000177,electronics,buynow365.store,.store,239,32.74,active,0,100,82,62.77,medium,train
PRD-000178,electronics,snapdeal.com,.com,1619,100.0,active,0,100,90,98.0,low,train
PRD-000180,electronics,electronicszone.ml,.ml,483,66.16,active,2,50,40,56.08,medium,train
PRD-000181,electronics,shopfast.vip,.vip,101,13.84,redirect,2,0,50,16.92,high,train
PRD-000182,electronics,myshopindia.online,.online,289,39.59,active,1,100,80,65.79,medium,train
PRD-000183,electronics,brandedgoods.club,.club,27,3.7,partial,4,0,58,13.45,high,train
PRD-000185,electronics,purplle.com,.com,2027,100.0,active,0,100,90,98.0,low,train
PRD-000186,electronics,bestprice99.tk,.tk,114,15.62,active,1,100,45,46.81,medium,train
PRD-000189,electronics,bestprice99.tk,.tk,45,6.16,partial,2,0,45,12.08,high,train
PRD-000191,electronics,cromaretail.com,.com,2965,100.0,active,1,100,90,98.0,low,train
PRD-000193,electronics,cromaretail.com,.com,2982,100.0,active,1,100,90,98.0,low,train
PRD-000196,electronics,fastdeal.pw,.pw,295,40.41,active,1,100,42,58.61,medium,train
PRD-000197,electronics,bestprice99.tk,.tk,392,53.7,active,1,100,45,65.85,medium,train
PRD-000198,electronics,originaldeal.cc,.cc,391,53.56,active,2,50,55,52.78,medium,train
PRD-000199,electronics,tatacliq.com,.com,1271,100.0,active,0,100,90,98.0,low,train
PRD-000200,electronics,shopnow24.io,.io,297,40.68,active,0,100,85,67.34,medium,train
PRD-000201,electronics,purplle.com,.com,3098,100.0,active,0,100,90,98.0,low,train
PRD-000202,electronics,purplle.com,.com,1226,100.0,active,1,100,90,98.0,low,train
PRD-000203,electronics,electronicszone.ml,.ml,75,10.27,partial,5,0,40,13.14,high,train
PRD-000204,electronics,cromaretail.com,.com,2071,100.0,active,0,100,90,98.0,low,train
PRD-000205,electronics,meesho.com,.com,1084,100.0,active,1,100,90,98.0,low,train
PRD-000206,electronics,purplle.com,.com,3088,100.0,active,0,100,90,98.0,low,train
PRD-000207,electronics,tatacliq.com,.com,1181,100.0,active,0,100,90,98.0,low,train
PRD-000208,electronics,cromaretail.com,.com,3055,100.0,active,0,100,90,98.0,low,train
PRD-000209,electronics,topbrands.cf,.cf,205,28.08,active,1,100,42,52.44,medium,train
PRD-000210,electronics,1mg.com,.com,3401,100.0,active,1,100,90,98.0,low,train
PRD-000211,electronics,purplle.com,.com,2253,100.0,active,1,100,90,98.0,low,train
PRD-000212,electronics,myntra.com,.com,1079,100.0,active,1,100,90,98.0,low,train
PRD-000213,electronics,originaldeal.cc,.cc,52,7.12,redirect,3,0,55,14.56,high,train
PRD-000215,electronics,buybest.biz,.biz,234,32.05,active,0,100,72,60.43,medium,train
PRD-000216,electronics,brandshop.io,.io,134,18.36,active,0,100,85,56.18,medium,train
PRD-000217,electronics,shopfast.vip,.vip,128,17.53,active,1,100,50,48.77,medium,train
PRD-000219,electronics,discountshop.top,.top,368,50.41,active,2,50,52,50.61,medium,train
PRD-000220,electronics,indiabuys.co,.co,290,39.73,active,1,100,85,66.86,medium,train
PRD-000221,electronics,buydirect.shop,.shop,238,32.6,active,2,50,82,47.7,medium,train
PRD-000222,electronics,tatacliq.com,.com,1275,100.0,active,1,100,90,98.0,low,train
PRD-000223,electronics,ajio.com,.com,3701,100.0,active,1,100,90,98.0,low,train
PRD-000224,electronics,amazon.in,.in,3423,100.0,active,0,100,88,97.6,low,train
PRD-000225,electronics,shopfast.vip,.vip,219,30.0,active,1,100,50,55.0,medium,train
PRD-000227,electronics,shopkart-india.store,.store,317,43.42,active,2,50,82,53.11,medium,train
PRD-000228,electronics,indiadeals.ws,.ws,111,15.21,redirect,3,0,70,21.6,high,train
PRD-000229,electronics,bestprice99.tk,.tk,15,2.05,partial,2,0,45,10.03,high,train
PRD-000230,electronics,suppl-cheap.gq,.gq,308,42.19,active,2,50,40,44.1,medium,train
PRD-000231,electronics,discountshop.top,.top,375,51.37,active,1,100,52,66.08,medium,train
PRD-000233,electronics,buybest.biz,.biz,261,35.75,active,1,100,72,62.28,medium,train
PRD-000237,electronics,meesho.com,.com,1026,100.0,active,0,100,90,98.0,low,train
PRD-000238,electronics,dealzone.info,.info,225,30.82,active,2,50,75,45.41,medium,train
PRD-000239,electronics,buybest.biz,.biz,280,38.36,active,0,100,72,63.58,medium,train
PRD-000240,electronics,brandshop.fun,.fun,30,4.11,redirect,3,0,55,13.05,high,train
PRD-000241,electronics,topbrands.cf,.cf,388,53.15,active,2,50,42,49.98,medium,train
PRD-000243,electronics,suppl-cheap.gq,.gq,263,36.03,active,2,50,40,41.01,medium,train
PRD-000244,electronics,shopkart-india.store,.store,126,17.26,active,0,100,82,55.03,medium,train
PRD-000245,electronics,mybrand.site,.site,78,10.68,active,0,100,65,48.34,medium,train
PRD-000250,electronics,1mg.com,.com,3508,100.0,active,0,100,90,98.0,low,train
PRD-000251,electronics,amazon.in,.in,672,92.05,active,0,100,88,93.63,low,train
PRD-000252,electronics,discountshop.top,.top,64,8.77,redirect,4,0,52,14.78,high,train
PRD-000254,electronics,mybrand.site,.site,271,37.12,active,0,100,65,61.56,medium,train
PRD-000256,electronics,myshopindia.online,.online,306,41.92,active,2,50,80,51.96,medium,train
PRD-000259,electronics,ecommerce.shop,.shop,162,22.19,active,2,50,82,42.5,medium,train
PRD-000261,electronics,dealspoint.tech,.tech,155,21.23,active,1,100,80,56.62,medium,train
PRD-000262,electronics,dealzone.info,.info,305,41.78,active,1,100,75,65.89,medium,train
PRD-000263,electronics,snapdeal.com,.com,722,98.9,active,1,100,90,97.45,low,train
PRD-000264,electronics,shopfast.vip,.vip,116,15.89,active,1,100,50,47.95,medium,train
PRD-000265,electronics,flipkart.com,.com,2012,100.0,active,0,100,90,98.0,low,train
PRD-000266,electronics,nykaa.com,.com,557,76.3,active,1,100,90,86.15,low,train
PRD-000267,electronics,indiadeals.ws,.ws,62,8.49,redirect,5,0,70,18.25,high,train
PRD-000268,electronics,ecommerce.shop,.shop,155,21.23,active,1,100,82,57.02,medium,train
PRD-000269,electronics,healthkart.com,.com,2963,100.0,active,1,100,90,98.0,low,train
PRD-000272,electronics,shopfast.vip,.vip,31,4.25,redirect,2,0,50,12.12,high,train
PRD-000273,electronics,shopfast.vip,.vip,171,23.42,active,1,100,50,51.71,medium,train
PRD-000274,electronics,1mg.com,.com,1242,100.0,active,0,100,90,98.0,low,train
PRD-000276,electronics,fastdeal.pw,.pw,111,15.21,partial,4,0,42,16.0,high,train
PRD-000278,electronics,mybrand.site,.site,283,38.77,active,2,50,65,47.38,medium,train
PRD-000280,electronics,netmeds.com,.com,3614,100.0,active,1,100,90,98.0,low,train
PRD-000281,electronics,buynow365.store,.store,162,22.19,active,1,100,82,57.5,medium,train
PRD-000283,electronics,myntra.com,.com,3744,100.0,active,1,100,90,98.0,low,train
PRD-000284,electronics,dealspoint.tech,.tech,208,28.49,active,0,100,80,60.25,medium,train
PRD-000285,electronics,nykaa.com,.com,1543,100.0,active,0,100,90,98.0,low,train
PRD-000286,electronics,shopfast.vip,.vip,57,7.81,partial,5,0,50,13.9,high,train
PRD-000287,electronics,bestprice99.tk,.tk,44,6.03,partial,3,0,45,12.01,high,train
PRD-000288,electronics,snapdeal.com,.com,2930,100.0,active,1,100,90,98.0,low,train
PRD-000289,electronics,1mg.com,.com,3817,100.0,active,1,100,90,98.0,low,train
PRD-000290,electronics,ecommerce.shop,.shop,77,10.55,active,1,100,82,51.67,medium,train
PRD-000291,electronics,dealzone.info,.info,160,21.92,active,2,50,75,40.96,medium,train
PRD-000292,electronics,shopkart-india.store,.store,347,47.53,active,2,50,82,55.17,medium,train
PRD-000293,electronics,topbrands.cf,.cf,351,48.08,active,2,50,42,47.44,medium,train
PRD-000294,electronics,myshopindia.online,.online,309,42.33,active,2,50,80,52.16,medium,train
PRD-000295,electronics,reliancedigital.in,.in,709,97.12,active,0,100,88,96.16,low,train
PRD-000296,electronics,discountshop.top,.top,223,30.55,active,2,50,52,40.67,medium,train
PRD-000297,electronics,brandedgoods.club,.club,402,55.07,active,1,100,58,69.13,medium,train
PRD-000302,electronics,bestbuys.digital,.digital,224,30.68,active,1,100,78,60.94,medium,train
PRD-000303,electronics,brandshop.io,.io,310,42.47,active,2,50,85,53.23,medium,train
PRD-000304,electronics,snapdeal.com,.com,2360,100.0,active,1,100,90,98.0,low,train
PRD-000306,electronics,netmeds.com,.com,1889,100.0,active,0,100,90,98.0,low,train
PRD-000307,electronics,netmeds.com,.com,1695,100.0,active,0,100,90,98.0,low,train
PRD-000308,electronics,shopnow24.io,.io,103,14.11,active,1,100,85,54.05,medium,train
PRD-000309,electronics,ecommerce.shop,.shop,231,31.64,active,1,100,82,62.22,medium,train
PRD-000310,electronics,tatacliq.com,.com,1057,100.0,active,1,100,90,98.0,low,train
PRD-000312,electronics,cultfit.com,.com,1634,100.0,active,0,100,90,98.0,low,train
PRD-000315,electronics,reliancedigital.in,.in,3114,100.0,active,0,100,88,97.6,low,train
PRD-000317,electronics,priceburn.xyz,.xyz,315,43.15,active,1,100,50,61.58,medium,train
PRD-000318,electronics,indiabuys.co,.co,231,31.64,active,0,100,85,62.82,medium,train
PRD-000321,electronics,amazon.in,.in,3331,100.0,active,1,100,88,97.6,low,train
PRD-000322,electronics,originaldeal.cc,.cc,51,6.99,partial,2,0,55,14.49,high,train
PRD-000323,electronics,dealspoint.tech,.tech,117,16.03,active,0,100,80,54.01,medium,train
PRD-000325,electronics,reliancedigital.in,.in,1214,100.0,active,0,100,88,97.6,low,train
PRD-000326,electronics,tatacliq.com,.com,2414,100.0,active,1,100,90,98.0,low,train
PRD-000327,electronics,priceburn.xyz,.xyz,100,13.7,partial,4,0,50,16.85,high,train
PRD-000330,electronics,myshopindia.online,.online,91,12.47,active,1,100,80,52.23,medium,train
PRD-000331,electronics,reliancedigital.in,.in,3538,100.0,active,0,100,88,97.6,low,train
PRD-000333,electronics,priceburn.xyz,.xyz,248,33.97,active,2,50,50,41.99,medium,train
PRD-000334,electronics,netmeds.com,.com,1411,100.0,active,1,100,90,98.0,low,train
PRD-000338,electronics,ajio.com,.com,1468,100.0,active,1,100,90,98.0,low,train
PRD-000340,electronics,dealstoday.space,.space,108,14.79,redirect,2,0,60,19.4,high,train
PRD-000342,electronics,nykaa.com,.com,3357,100.0,active,0,100,90,98.0,low,train
PRD-000343,electronics,netmeds.com,.com,3570,100.0,active,0,100,90,98.0,low,train
PRD-000344,electronics,nykaa.com,.com,3324,100.0,active,0,100,90,98.0,low,train
PRD-000347,electronics,snapdeal.com,.com,3215,100.0,active,1,100,90,98.0,low,train
PRD-000349,electronics,nykaa.com,.com,589,80.68,active,1,100,90,88.34,low,train
PRD-000350,electronics,myntra.com,.com,3767,100.0,active,1,100,90,98.0,low,train
PRD-000351,electronics,tatacliq.com,.com,2213,100.0,active,1,100,90,98.0,low,train
PRD-000353,electronics,electronicszone.ml,.ml,469,64.25,active,2,50,40,55.12,medium,train
PRD-000354,electronics,myntra.com,.com,949,100.0,active,0,100,90,98.0,low,train
PRD-000357,electronics,dealstoday.space,.space,462,63.29,active,2,50,60,58.64,medium,train
PRD-000358,electronics,snapdeal.com,.com,2502,100.0,active,0,100,90,98.0,low,train
PRD-000359,electronics,suppl-cheap.gq,.gq,37,5.07,partial,3,0,40,10.53,high,train
PRD-000362,electronics,shopfast.vip,.vip,408,55.89,active,1,100,50,67.95,medium,train
PRD-000363,electronics,ajio.com,.com,1563,100.0,active,1,100,90,98.0,low,train
PRD-000365,electronics,reliancedigital.in,.in,2835,100.0,active,1,100,88,97.6,low,train
PRD-000366,electronics,netmeds.com,.com,3319,100.0,active,1,100,90,98.0,low,train
PRD-000368,electronics,1mg.com,.com,1260,100.0,active,1,100,90,98.0,low,train
PRD-000369,electronics,ajio.com,.com,1750,100.0,active,0,100,90,98.0,low,train
PRD-000371,electronics,netmeds.com,.com,819,100.0,active,1,100,90,98.0,low,train
PRD-000372,electronics,amazon.in,.in,443,60.68,active,0,100,88,77.94,low,train
PRD-000373,electronics,buydirect.shop,.shop,106,14.52,active,0,100,82,53.66,medium,train
PRD-000374,electronics,snapdeal.com,.com,3787,100.0,active,0,100,90,98.0,low,train
PRD-000375,electronics,indiadeals.ws,.ws,135,18.49,active,1,100,70,53.25,medium,train
PRD-000377,electronics,originaldeal.cc,.cc,369,50.55,active,1,100,55,66.27,medium,train
PRD-000380,electronics,snapdeal.com,.com,2753,100.0,active,0,100,90,98.0,low,train
PRD-000381,electronics,netmeds.com,.com,825,100.0,active,0,100,90,98.0,low,train
PRD-000383,electronics,originaldeal.cc,.cc,21,2.88,redirect,4,0,55,12.44,high,train
PRD-000384,electronics,netmeds.com,.com,1398,100.0,active,0,100,90,98.0,low,train
PRD-000385,electronics,priceburn.xyz,.xyz,63,8.63,partial,5,0,50,14.32,high,train
PRD-000386,electronics,reliancedigital.in,.in,3069,100.0,active,0,100,88,97.6,low,train
PRD-000389,electronics,flipkart.com,.com,1389,100.0,active,1,100,90,98.0,low,train
PRD-000390,electronics,bestbuys.digital,.digital,152,20.82,active,2,50,78,41.01,medium,train
PRD-000391,electronics,healthkart.com,.com,2483,100.0,active,0,100,90,98.0,low,train
PRD-000392,electronics,1mg.com,.com,1876,100.0,active,0,100,90,98.0,low,train
PRD-000394,electronics,reliancedigital.in,.in,2464,100.0,active,1,100,88,97.6,low,train
PRD-000395,electronics,shopfast.vip,.vip,25,3.42,partial,3,0,50,11.71,high,train
PRD-000397,electronics,myshopindia.online,.online,130,17.81,active,0,100,80,54.9,medium,train
PRD-000400,electronics,dealzone.info,.info,276,37.81,active,1,100,75,63.9,medium,train
PRD-000402,electronics,nykaa.com,.com,566,77.53,active,1,100,90,86.77,low,train
PRD-000403,electronics,reliancedigital.in,.in,455,62.33,active,1,100,88,78.76,low,train
PRD-000405,electronics,myntra.com,.com,596,81.64,active,0,100,90,88.82,low,train
PRD-000406,electronics,flipkart.com,.com,1219,100.0,active,1,100,90,98.0,low,train
PRD-000409,electronics,myntra.com,.com,3211,100.0,active,1,100,90,98.0,low,train
PRD-000411,electronics,megadiscount.ga,.ga,291,39.86,active,2,50,42,43.33,medium,train
PRD-000413,electronics,bestbuys.digital,.digital,143,19.59,active,0,100,78,55.39,medium,train
PRD-000414,electronics,nykaa.com,.com,2384,100.0,active,1,100,90,98.0,low,train
PRD-000415,electronics,shopfast.vip,.vip,79,10.82,redirect,5,0,50,15.41,high,train
PRD-000417,electronics,myntra.com,.com,3339,100.0,active,0,100,90,98.0,low,train
PRD-000419,electronics,ajio.com,.com,848,100.0,active,1,100,90,98.0,low,train
PRD-000420,electronics,flipkart.com,.com,2973,100.0,active,0,100,90,98.0,low,train
PRD-000421,electronics,topdeals.co,.co,141,19.32,active,2,50,85,41.66,medium,train
PRD-000422,electronics,cultfit.com,.com,2819,100.0,active,0,100,90,98.0,low,train
PRD-000423,electronics,healthkart.com,.com,945,100.0,active,1,100,90,98.0,low,train
PRD-000425,electronics,shopindia.live,.live,180,24.66,active,1,100,62,54.73,medium,train
PRD-000427,electronics,cromaretail.com,.com,2621,100.0,active,1,100,90,98.0,low,train
PRD-000428,electronics,snapdeal.com,.com,3498,100.0,active,0,100,90,98.0,low,train
PRD-000429,electronics,buybest.biz,.biz,327,44.79,active,0,100,72,66.8,medium,train
PRD-000432,electronics,megadiscount.ga,.ga,331,45.34,active,1,100,42,61.07,medium,train
PRD-000433,electronics,amazon.in,.in,1582,100.0,active,1,100,88,97.6,low,train
PRD-000435,electronics,1mg.com,.com,3601,100.0,active,0,100,90,98.0,low,train
PRD-000438,electronics,myntra.com,.com,3520,100.0,active,1,100,90,98.0,low,train
PRD-000439,electronics,cromaretail.com,.com,1448,100.0,active,1,100,90,98.0,low,train
PRD-000440,electronics,dealstoday.space,.space,475,65.07,active,2,50,60,59.53,medium,train
PRD-000442,electronics,flipkart.com,.com,2284,100.0,active,1,100,90,98.0,low,train
PRD-000443,electronics,purplle.com,.com,3547,100.0,active,1,100,90,98.0,low,train
PRD-000445,electronics,amazon.in,.in,1363,100.0,active,1,100,88,97.6,low,train
PRD-000446,electronics,electronicszone.ml,.ml,54,7.4,redirect,4,0,40,11.7,high,train
PRD-000447,electronics,shopnow24.io,.io,153,20.96,active,1,100,85,57.48,medium,train
